image_path,row_off,col_off,width,height,minx,miny,maxx,maxy,tile_min,tile_max,tile_mean,tile_std
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001040.png,0,1040,160,160,657208.0,6474967.99,657240.0,6474999.99,0.0,1.6357219219207764,0.0160219400508482,0.11841945321779786
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001120.png,0,1120,160,160,657224.0,6474967.99,657256.0,6474999.99,0.0,1.3330899477005005,0.005653486247747573,0.03374216672889188
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001200.png,0,1200,160,160,657240.0,6474967.99,657272.0,6474999.99,0.0,2.0,0.14062176417535055,0.48854057003570717
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001280.png,0,1280,160,160,657256.0,6474967.99,657288.0,6474999.99,0.0,2.0,1.0412797392663962,0.989433421314287
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001360.png,0,1360,160,160,657272.0,6474967.99,657304.0,6474999.99,0.0,2.0,1.9052771834244342,0.4234973933384372
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001440.png,0,1440,160,160,657288.0,6474967.99,657320.0,6474999.99,2.0,2.0,2.0,0.0
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001520.png,0,1520,160,160,657304.0,6474967.99,657336.0,6474999.99,0.0,2.0,1.7410584391381716,0.657438581345552
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001600.png,0,1600,160,160,657320.0,6474967.99,657352.0,6474999.99,0.0,2.0,0.7965119772018282,0.9604528069858989
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001680.png,0,1680,160,160,657336.0,6474967.99,657368.0,6474999.99,0.0,2.0,0.2454056721052694,0.6297252971715355
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001760.png,0,1760,160,160,657352.0,6474967.99,657384.0,6474999.99,0.0,2.0,0.6432885276993648,0.9221988837633721
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001840.png,0,1840,160,160,657368.0,6474967.99,657400.0,6474999.99,0.0,2.0,0.6676171782347011,0.9360037604148442
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_001920.png,0,1920,160,160,657384.0,6474967.99,657416.0,6474999.99,0.0,2.0,0.23086667456752166,0.6285070695743832
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002000.png,0,2000,160,160,657400.0,6474967.99,657432.0,6474999.99,0.0,2.0,0.04033960183723819,0.2500711642995842
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002080.png,0,2080,160,160,657416.0,6474967.99,657448.0,6474999.99,0.0,2.0,0.08251696328394488,0.36903207773639674
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002160.png,0,2160,160,160,657432.0,6474967.99,657464.0,6474999.99,0.0,2.0,0.5929667671319797,0.9010438074285859
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002240.png,0,2240,160,160,657448.0,6474967.99,657480.0,6474999.99,0.0,2.0,0.7154809671692148,0.9495388155332144
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002320.png,0,2320,160,160,657464.0,6474967.99,657496.0,6474999.99,0.0,2.0,0.2902018073616022,0.6951132288333864
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002400.png,0,2400,160,160,657480.0,6474967.99,657512.0,6474999.99,0.0,2.0,0.6460547795561665,0.9218605725787521
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002480.png,0,2480,160,160,657496.0,6474967.99,657528.0,6474999.99,0.0,2.0,1.1734145179246132,0.9660193647297253
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002560.png,0,2560,160,160,657512.0,6474967.99,657544.0,6474999.99,0.0,2.0,1.0053175451734757,0.9794913856879037
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002640.png,0,2640,160,160,657528.0,6474967.99,657560.0,6474999.99,0.0,2.0,1.1721774173978878,0.9618814355930875
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002720.png,0,2720,160,160,657544.0,6474967.99,657576.0,6474999.99,0.0,2.0,1.0032300208784022,0.9733640051803286
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002800.png,0,2800,160,160,657560.0,6474967.99,657592.0,6474999.99,0.0,2.0,0.42340252006396334,0.7966532994256792
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002880.png,0,2880,160,160,657576.0,6474967.99,657608.0,6474999.99,0.0,2.0,0.6105264260265274,0.9170964916510612
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_002960.png,0,2960,160,160,657592.0,6474967.99,657624.0,6474999.99,0.0,2.0,1.087477000068359,0.9940646152890399
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003040.png,0,3040,160,160,657608.0,6474967.99,657640.0,6474999.99,0.0,2.0,1.3240845224228306,0.9444572839658205
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003120.png,0,3120,160,160,657624.0,6474967.99,657656.0,6474999.99,0.0,2.0,1.1672429771751052,0.9833571025470184
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003200.png,0,3200,160,160,657640.0,6474967.99,657672.0,6474999.99,0.0,2.0,1.1165830838323354,0.9854795257687603
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003280.png,0,3280,160,160,657656.0,6474967.99,657688.0,6474999.99,0.0,2.0,1.0481789587886163,0.9850269063672742
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003360.png,0,3360,160,160,657672.0,6474967.99,657704.0,6474999.99,0.0,2.0,0.9642120539047334,0.9896030778937587
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003440.png,0,3440,160,160,657688.0,6474967.99,657720.0,6474999.99,0.0,2.0,0.8701526600109409,0.9863887854355072
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003520.png,0,3520,160,160,657704.0,6474967.99,657736.0,6474999.99,0.0,2.0,0.6528944698151202,0.9318621782870294
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003600.png,0,3600,160,160,657720.0,6474967.99,657752.0,6474999.99,0.0,2.0,0.4204406988485652,0.8077609454681264
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003680.png,0,3680,160,160,657736.0,6474967.99,657768.0,6474999.99,0.0,2.0,0.1849495969627625,0.561803464965157
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003760.png,0,3760,160,160,657752.0,6474967.99,657784.0,6474999.99,0.0,2.0,0.04117528668644954,0.24094951386705055
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003840.png,0,3840,160,160,657768.0,6474967.99,657800.0,6474999.99,0.0,2.0,0.022132925185939144,0.13301359589698786
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_003920.png,0,3920,160,160,657784.0,6474967.99,657816.0,6474999.99,0.0,2.0,0.3215553643351931,0.7182714320645434
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004000.png,0,4000,160,160,657800.0,6474967.99,657832.0,6474999.99,0.0,2.0,0.7667233356839503,0.9670127643450975
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004080.png,0,4080,160,160,657816.0,6474967.99,657848.0,6474999.99,0.0,2.0,0.7005592666352832,0.9492006434576916
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004160.png,0,4160,160,160,657832.0,6474967.99,657864.0,6474999.99,0.0,2.0,0.5945674675508229,0.909235454282108
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004240.png,0,4240,160,160,657848.0,6474967.99,657880.0,6474999.99,0.0,2.0,0.896649205407431,0.9920146418708805
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004320.png,0,4320,160,160,657864.0,6474967.99,657896.0,6474999.99,0.0,2.0,1.093279254372302,0.9937379103554526
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004400.png,0,4400,160,160,657880.0,6474967.99,657912.0,6474999.99,0.0,2.0,1.1361571090826057,0.9886127327806749
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004480.png,0,4480,160,160,657896.0,6474967.99,657928.0,6474999.99,0.0,2.0,1.2250803733012834,0.972237951182494
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004560.png,0,4560,160,160,657912.0,6474967.99,657944.0,6474999.99,0.0,2.0,1.2289367991661875,0.9714611352775523
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004640.png,0,4640,160,160,657928.0,6474967.99,657960.0,6474999.99,0.0,2.0,1.2473179633059892,0.9668481498739788
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004720.png,0,4720,160,160,657944.0,6474967.99,657976.0,6474999.99,0.0,2.0,1.0453504463278112,0.9965323418772996
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004800.png,0,4800,160,160,657960.0,6474967.99,657992.0,6474999.99,0.0,2.0,0.6420192083981245,0.9305064646076128
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004880.png,0,4880,160,160,657976.0,6474967.99,658008.0,6474999.99,0.0,2.0,0.9356998847926268,0.9954205757964011
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_004960.png,0,4960,160,160,657992.0,6474967.99,658024.0,6474999.99,0.0,2.0,1.180333015396424,0.9815584788520809
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005040.png,0,5040,160,160,658008.0,6474967.99,658040.0,6474999.99,0.0,2.0,1.1102201217713015,0.9918096910341653
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005120.png,0,5120,160,160,658024.0,6474967.99,658056.0,6474999.99,0.0,2.0,0.9990608679609446,0.9976623900342568
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005200.png,0,5200,160,160,658040.0,6474967.99,658072.0,6474999.99,0.0,2.0,0.6032892100431336,0.9138522354707329
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005280.png,0,5280,160,160,658056.0,6474967.99,658088.0,6474999.99,0.0,2.0,1.0596039612126884,0.9949653761250781
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005360.png,0,5360,160,160,658072.0,6474967.99,658104.0,6474999.99,0.0,2.0,1.7006845965770172,0.7057407187459075
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005440.png,0,5440,160,160,658088.0,6474967.99,658120.0,6474999.99,0.0,2.0,1.5773410828261838,0.8060917458250866
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005520.png,0,5520,160,160,658104.0,6474967.99,658136.0,6474999.99,0.0,2.0,1.5449899019486926,0.8317501362204799
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005600.png,0,5600,160,160,658120.0,6474967.99,658152.0,6474999.99,0.0,2.0,1.8068143347680998,0.5873508292165135
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005680.png,0,5680,160,160,658136.0,6474967.99,658168.0,6474999.99,1.6104440689086914,2.0,1.999730270353814,0.009138028244154264
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005760.png,0,5760,160,160,658152.0,6474967.99,658184.0,6474999.99,2.0,2.0,2.0,0.0
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005840.png,0,5840,160,160,658168.0,6474967.99,658200.0,6474999.99,2.0,2.0,2.0,0.0
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_005920.png,0,5920,160,160,658184.0,6474967.99,658216.0,6474999.99,2.0,2.0,2.0,0.0
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006000.png,0,6000,160,160,658200.0,6474967.99,658232.0,6474999.99,0.0,2.0,1.9757789387215674,0.21696927255455017
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006080.png,0,6080,160,160,658216.0,6474967.99,658248.0,6474999.99,0.0,2.0,1.6795558674032471,0.7312125972788789
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006160.png,0,6160,160,160,658232.0,6474967.99,658264.0,6474999.99,0.0,2.0,1.4282361871698066,0.8948523095239004
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006240.png,0,6240,160,160,658248.0,6474967.99,658280.0,6474999.99,0.0,2.0,1.3295714750515666,0.9339401106796748
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006320.png,0,6320,160,160,658264.0,6474967.99,658296.0,6474999.99,0.0,2.0,1.0100283362763394,0.9879652032915808
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006400.png,0,6400,160,160,658280.0,6474967.99,658312.0,6474999.99,0.0,2.0,0.7632792244402361,0.9545679016188724
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006480.png,0,6480,160,160,658296.0,6474967.99,658328.0,6474999.99,0.0,2.0,0.4273829260258115,0.7963379504358664
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006560.png,0,6560,160,160,658312.0,6474967.99,658344.0,6474999.99,0.0,2.0,0.6117786866706876,0.9009065178818303
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006640.png,0,6640,160,160,658328.0,6474967.99,658360.0,6474999.99,0.0,2.0,1.0055764828226,0.9736996339504815
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006720.png,0,6720,160,160,658344.0,6474967.99,658376.0,6474999.99,0.0,2.0,0.6766709360972251,0.9176211294635248
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006800.png,0,6800,160,160,658360.0,6474967.99,658392.0,6474999.99,0.0,2.0,0.4662173357686946,0.8093978998267093
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006880.png,0,6880,160,160,658376.0,6474967.99,658408.0,6474999.99,0.0,2.0,0.6307961543306854,0.8874764052058852
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_006960.png,0,6960,160,160,658392.0,6474967.99,658424.0,6474999.99,0.0,2.0,0.7303817291179697,0.9340886749190289
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007040.png,0,7040,160,160,658408.0,6474967.99,658440.0,6474999.99,0.0,2.0,0.4877585235667849,0.8337470123929676
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007120.png,0,7120,160,160,658424.0,6474967.99,658456.0,6474999.99,0.0,2.0,0.6730948258049446,0.9269082349444409
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007200.png,0,7200,160,160,658440.0,6474967.99,658472.0,6474999.99,0.0,2.0,1.3320595029823408,0.929920341238334
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007280.png,0,7280,160,160,658456.0,6474967.99,658488.0,6474999.99,0.0,2.0,1.4651910160011004,0.8747664240306329
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007360.png,0,7360,160,160,658472.0,6474967.99,658504.0,6474999.99,0.0,2.0,0.9701671132676709,0.9919530266107147
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007440.png,0,7440,160,160,658488.0,6474967.99,658520.0,6474999.99,0.0,2.0,0.3263264695141268,0.726188552677819
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007520.png,0,7520,160,160,658504.0,6474967.99,658536.0,6474999.99,0.0,2.0,0.24901207945938658,0.6406610902150289
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007600.png,0,7600,160,160,658520.0,6474967.99,658552.0,6474999.99,0.0,2.0,0.3737434113654496,0.7544426931543193
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007680.png,0,7680,160,160,658536.0,6474967.99,658568.0,6474999.99,0.0,2.0,0.6870235284923449,0.9273536032931826
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007760.png,0,7760,160,160,658552.0,6474967.99,658584.0,6474999.99,0.0,2.0,1.1717299920444328,0.9670711886197737
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007840.png,0,7840,160,160,658568.0,6474967.99,658600.0,6474999.99,0.0,2.0,1.1828115107513013,0.9602961576199279
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_007920.png,0,7920,160,160,658584.0,6474967.99,658616.0,6474999.99,0.0,2.0,0.7208713530592961,0.9350761474887141
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008000.png,0,8000,160,160,658600.0,6474967.99,658632.0,6474999.99,0.0,2.0,0.4019575410303451,0.7700340686828626
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008080.png,0,8080,160,160,658616.0,6474967.99,658648.0,6474999.99,0.0,2.0,0.7008208161040875,0.9278932799133038
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008160.png,0,8160,160,160,658632.0,6474967.99,658664.0,6474999.99,0.0,2.0,1.166213046070801,0.9658741758789874
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008240.png,0,8240,160,160,658648.0,6474967.99,658680.0,6474999.99,0.0,2.0,1.0406728638352782,0.9805607028561433
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008320.png,0,8320,160,160,658664.0,6474967.99,658696.0,6474999.99,0.0,2.0,0.7609365906248452,0.9552356280618854
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008400.png,0,8400,160,160,658680.0,6474967.99,658712.0,6474999.99,0.0,2.0,0.6223829415780973,0.8991717328990361
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008480.png,0,8480,160,160,658696.0,6474967.99,658728.0,6474999.99,0.0,2.0,0.8058721716894759,0.9477162948376016
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008560.png,0,8560,160,160,658712.0,6474967.99,658744.0,6474999.99,0.0,2.0,1.0402648405312829,0.9760120918875986
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008640.png,0,8640,160,160,658728.0,6474967.99,658760.0,6474999.99,0.0,2.0,0.7199738318987825,0.9393268458576327
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008720.png,0,8720,160,160,658744.0,6474967.99,658776.0,6474999.99,0.0,2.0,0.8194748292255292,0.9644651623471819
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008800.png,0,8800,160,160,658760.0,6474967.99,658792.0,6474999.99,0.0,2.0,1.0623640583349787,0.970775097831717
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008880.png,0,8880,160,160,658776.0,6474967.99,658808.0,6474999.99,0.0,2.0,0.8184021168534215,0.9382254204332068
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_008960.png,0,8960,160,160,658792.0,6474967.99,658824.0,6474999.99,0.0,2.0,0.7443431642526777,0.9286596126296702
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009040.png,0,9040,160,160,658808.0,6474967.99,658840.0,6474999.99,0.0,2.0,0.49141728039962873,0.8369993074442597
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009120.png,0,9120,160,160,658824.0,6474967.99,658856.0,6474999.99,0.0,2.0,0.20255316310062757,0.5771727833009183
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009200.png,0,9200,160,160,658840.0,6474967.99,658872.0,6474999.99,0.0,2.0,0.6939612949768231,0.9419143088027034
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009280.png,0,9280,160,160,658856.0,6474967.99,658888.0,6474999.99,0.0,2.0,0.7741822508284327,0.9640418868197081
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009360.png,0,9360,160,160,658872.0,6474967.99,658904.0,6474999.99,0.0,2.0,0.7184128910463862,0.944000330895626
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009440.png,0,9440,160,160,658888.0,6474967.99,658920.0,6474999.99,0.0,2.0,0.7788744816188963,0.9543656926481984
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009520.png,0,9520,160,160,658904.0,6474967.99,658936.0,6474999.99,0.0,2.0,0.5159386744208173,0.8482967484794349
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009600.png,0,9600,160,160,658920.0,6474967.99,658952.0,6474999.99,0.0,2.0,0.6631038509153662,0.9064031561231539
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009680.png,0,9680,160,160,658936.0,6474967.99,658968.0,6474999.99,0.0,2.0,0.774196705033978,0.9365692545178816
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009760.png,0,9760,160,160,658952.0,6474967.99,658984.0,6474999.99,0.0,2.0,0.8599122415702682,0.9640371562068965
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009840.png,0,9840,160,160,658968.0,6474967.99,659000.0,6474999.99,0.0,2.0,0.9710544707314254,0.9815714384193949
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_009920.png,0,9920,160,160,658984.0,6474967.99,659016.0,6474999.99,0.0,2.0,0.9699290390892136,0.9851173557591053
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010000.png,0,10000,160,160,659000.0,6474967.99,659032.0,6474999.99,0.0,2.0,0.8863186023996953,0.9732707128683351
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010080.png,0,10080,160,160,659016.0,6474967.99,659048.0,6474999.99,0.0,2.0,0.898394318664966,0.9731923322947793
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010160.png,0,10160,160,160,659032.0,6474967.99,659064.0,6474999.99,0.0,2.0,0.760988122656751,0.9165589143067325
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010240.png,0,10240,160,160,659048.0,6474967.99,659080.0,6474999.99,0.0,2.0,0.2574305829571037,0.5927304468031409
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010320.png,0,10320,160,160,659064.0,6474967.99,659096.0,6474999.99,0.0,2.0,0.11673363908258863,0.4404544880499822
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010400.png,0,10400,160,160,659080.0,6474967.99,659112.0,6474999.99,0.0,2.0,0.39088153501328216,0.7750187523583908
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010480.png,0,10480,160,160,659096.0,6474967.99,659128.0,6474999.99,0.0,2.0,0.3813320764485449,0.7681801538706636
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010560.png,0,10560,160,160,659112.0,6474967.99,659144.0,6474999.99,0.0,2.0,0.2801971392274261,0.6533683667232436
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010640.png,0,10640,160,160,659128.0,6474967.99,659160.0,6474999.99,0.0,2.0,1.112112012960143,0.9644765510580715
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010720.png,0,10720,160,160,659144.0,6474967.99,659176.0,6474999.99,0.0,2.0,1.8997282133466808,0.4245360986691486
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010800.png,0,10800,160,160,659160.0,6474967.99,659192.0,6474999.99,0.0,2.0,1.9953411936560934,0.09625706726218723
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010880.png,0,10880,160,160,659176.0,6474967.99,659208.0,6474999.99,0.03342492878437042,2.0,1.564091894361708,0.8155127391451673
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_010960.png,0,10960,160,160,659192.0,6474967.99,659224.0,6474999.99,0.0,2.0,1.8739688233833092,0.4814275518847471
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011040.png,0,11040,160,160,659208.0,6474967.99,659240.0,6474999.99,0.0,2.0,1.39079166243397,0.9173616458550723
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011120.png,0,11120,160,160,659224.0,6474967.99,659256.0,6474999.99,0.0,2.0,0.7833626417748082,0.9642548526817949
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011200.png,0,11200,160,160,659240.0,6474967.99,659272.0,6474999.99,0.0,2.0,0.5682656561613965,0.8872089620194926
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011280.png,0,11280,160,160,659256.0,6474967.99,659288.0,6474999.99,0.0,2.0,1.083691348224896,0.9914196744019063
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011360.png,0,11360,160,160,659272.0,6474967.99,659304.0,6474999.99,0.0,2.0,1.1821030849906382,0.9672649266547715
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011440.png,0,11440,160,160,659288.0,6474967.99,659320.0,6474999.99,0.0,2.0,0.5323077805715198,0.8305876086299322
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011520.png,0,11520,160,160,659304.0,6474967.99,659336.0,6474999.99,0.0,2.0,0.14761278455914295,0.40938565762485735
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011600.png,0,11600,160,160,659320.0,6474967.99,659352.0,6474999.99,0.0,2.0,0.07516381205928686,0.30666290876452196
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011680.png,0,11680,160,160,659336.0,6474967.99,659368.0,6474999.99,0.0,2.0,0.030493600559592847,0.20482461932674115
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011760.png,0,11760,160,160,659352.0,6474967.99,659384.0,6474999.99,0.0,2.0,0.02705021346736454,0.18001938342628984
year2018_comp2_474657-474658-474659-474660-474661/images/tile_000000_011840.png,0,11840,160,160,659368.0,6474967.99,659400.0,6474999.99,0.0,2.0,0.020014887046362444,0.14186641583123435
